Boro,M,avg_traffic,avg_nb_measurements
Manhattan,1,9214.585317460318,80.76190476190476
Manhattan,2,1285.4052287581699,30.294117647058822
Manhattan,3,13768.526395173454,60.374057315233784
Manhattan,4,12955.510851419032,98.70951585976627
Manhattan,5,21674.512129380055,181.58355795148248
Manhattan,6,18827.319444444445,124.9645061728395
Manhattan,7,4897.558333333333,46.57083333333333
Manhattan,8,16801.064935064936,160.17857142857142
Manhattan,9,15038.52422907489,90.84434654919237
Manhattan,10,53925.89112903226,290.68951612903226
Manhattan,11,26948.623106060608,149.67613636363637
