Boro,M,avg_traffic,avg_nb_measurements
Brooklyn,1,2247.0416666666665,81.75
Brooklyn,2,1998.4465290806754,30.878048780487806
Brooklyn,3,10620.428785607197,127.77811094452774
Brooklyn,4,10936.15138888889,119.94583333333334
Brooklyn,5,4769.451063829787,61.02978723404255
Brooklyn,6,33216.55,261.70972222222224
Brooklyn,7,5805.9692982456145,24.55482456140351
Brooklyn,8,2876.3216560509554,41.87579617834395
Brooklyn,9,11436.144444444444,147.01944444444445
Brooklyn,10,19337.059139784946,210.54301075268816
Brooklyn,11,37471.17083333333,426.67083333333335
Brooklyn,12,3785.2261904761904,56.607142857142854
