Boro,M,avg_traffic,avg_nb_measurements
Manhattan,1,6408.189873417721,40.68354430379747
Manhattan,2,4842.373417721519,57.837025316455694
Manhattan,3,5020.078525641025,36.20032051282051
Manhattan,4,10562.690217391304,78.31702898550725
Manhattan,5,6314.657196969697,41.14772727272727
Manhattan,6,14998.418103448275,110.48419540229885
Manhattan,7,5288.00826446281,28.65289256198347
Manhattan,8,4539.965277777777,16.0
Manhattan,9,5534.559068219634,38.21131447587354
Manhattan,10,69166.08467741935,342.88575268817203
Manhattan,11,26198.379362670712,176.68740515933231
Manhattan,12,11743.203431372549,109.16176470588235
