Boro,M,avg_traffic,avg_nb_measurements
Staten Island,1,5908.363095238095,44.0
Queens,1,288.05357142857144,52.0
Queens,2,2836.6875,12.0
Manhattan,2,380.8988095238095,4.0
Brooklyn,2,169.57142857142858,12.0
Queens,3,2259.0,12.0
Bronx,3,155.91666666666666,8.0
Queens,8,13938.675,84.0
Bronx,8,6892.420833333334,32.8
Staten Island,8,4007.2678571428573,25.714285714285715
Brooklyn,8,3919.6722222222224,40.266666666666666
Queens,9,12944.586805555555,87.33333333333333
Bronx,9,9120.027777777777,34.666666666666664
Brooklyn,9,4251.173611111111,32.0
Staten Island,9,2255.659722222222,13.333333333333334
Manhattan,10,30041.18269230769,150.76923076923077
Bronx,10,14120.060344827587,179.72413793103448
Queens,10,4403.325,50.24
Queens,11,18974.75,353.09090909090907
Manhattan,11,11094.291666666666,53.333333333333336
Bronx,11,4622.75,16.0
