Boro,M,avg_traffic,avg_nb_measurements
Bronx,1,8695.009029345372,120.13995485327314
Bronx,2,7934.336111111111,121.39444444444445
Bronx,3,8599.272849462366,110.7741935483871
Bronx,4,4271.319101123596,35.406741573033706
Bronx,5,22525.209722222222,114.07777777777778
Bronx,6,12410.859424920127,137.60862619808307
Bronx,7,542.1127450980392,23.13235294117647
Bronx,8,941.2886597938144,19.38144329896907
Bronx,9,11921.404513888889,130.69791666666666
Bronx,10,18328.7,195.20333333333335
Bronx,11,15126.357954545454,102.66666666666667
Bronx,12,404.9375,12.020833333333334
