Boro,M,avg_traffic,avg_nb_measurements
Staten Island,2,4274.255905511811,38.34251968503937
Staten Island,3,1745.3689839572191,8.561497326203208
Staten Island,5,1351.8456790123457,17.814814814814813
Staten Island,6,629.9186046511628,12.232558139534884
Staten Island,7,1239.2755102040817,29.790816326530614
Staten Island,8,3046.041825095057,22.920152091254753
Staten Island,9,13104.162037037036,139.17592592592592
Staten Island,10,10394.670977011494,105.91522988505747
Staten Island,11,5973.733333333334,66.4
Staten Island,12,2006.9774436090227,22.086466165413533
