Boro,M,avg_traffic,avg_nb_measurements
Queens,1,2274.061111111111,40.3
Queens,2,5043.043154761905,112.46577380952381
Queens,3,4145.48252688172,63.138440860215056
Queens,4,8185.322222222222,79.6361111111111
Queens,5,19552.33064516129,132.1747311827957
Queens,6,50095.42083333333,499.1125
Queens,7,3036.0304709141274,44.02216066481994
Queens,8,2364.3489736070383,27.964809384164223
Queens,9,13393.21272365805,189.12524850894633
Queens,10,34546.45295698925,283.13440860215053
Queens,11,31450.834951456312,185.04854368932038
Queens,12,4323.776649746193,91.03807106598985
