id,name,latitude,longitude,borough,neighborhood,neighborhood_id,borough_id
3154.0,E 77 St & 3 Ave,40.77314236,-73.95856158,Manhattan,Upper East Side-Carnegie Hill,MN40,1.0
407.0,Henry St & Poplar St,40.700469,-73.991454,Brooklyn,Brooklyn Heights-Cobble Hill,BK09,3.0
516.0,E 47 St & 1 Ave,40.75206862,-73.96784384,Manhattan,Turtle Bay-East Midtown,MN19,1.0
3142.0,1 Ave & E 62 St,40.7612274,-73.96094022,Manhattan,Lenox Hill-Roosevelt Island,MN31,1.0
137.0,E 56 St & Madison Ave,40.761628,-73.972924,Manhattan,Midtown-Midtown South,MN17,1.0
402.0,Broadway & E 22 St,40.7403432,-73.98955109,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
303.0,Mercer St & Spring St,40.72362738,-73.99949601,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
458.0,11 Ave & W 27 St,40.751396,-74.005226,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
254.0,W 11 St & 6 Ave,40.73532427,-73.99800419,Manhattan,West Village,MN23,1.0
411.0,E 6 St & Avenue D,40.72228087,-73.97668709,Manhattan,Lower East Side,MN28,1.0
3079.0,Leonard St & Grand St,40.71103537,-73.94714303,Brooklyn,East Williamsburg,BK90,3.0
3097.0,N Henry St & Richardson St,40.71921585,-73.9424469,Brooklyn,East Williamsburg,BK90,3.0
157.0,Henry St & Atlantic Ave,40.69089272,-73.99612349,Brooklyn,Brooklyn Heights-Cobble Hill,BK09,3.0
313.0,Washington Ave & Park Ave,40.69610226,-73.96751037,Brooklyn,park-cemetery-etc-Brooklyn,BK99,3.0
3089.0,Leonard St & Meeker Ave,40.717318403855785,-73.94820213317871,Brooklyn,East Williamsburg,BK90,3.0
508.0,W 46 St & 11 Ave,40.76341379,-73.99667444,Manhattan,Clinton,MN15,1.0
83.0,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,Brooklyn,Fort Greene,BK68,3.0
3074.0,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,Brooklyn,Bushwick South,BK78,3.0
320.0,Leonard St & Church St,40.717571,-74.005549,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
3105.0,N 15 St & Wythe Ave,40.724055,-73.955736,Brooklyn,Greenpoint,BK76,3.0
467.0,Dean St & 4 Ave,40.68312489,-73.97895137,Brooklyn,Park Slope-Gowanus,BK37,3.0
2009.0,Catherine St & Monroe St,40.71117444,-73.99682619,Manhattan,Chinatown,MN27,1.0
353.0,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Brooklyn,Fort Greene,BK68,3.0
274.0,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,Brooklyn,Fort Greene,BK68,3.0
3062.0,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,Brooklyn,Bedford,BK75,3.0
3157.0,East End Ave & E 86 St,40.77518615,-73.94446054,Manhattan,Yorkville,MN32,1.0
3111.0,Norman Ave & Leonard St,40.7258483,-73.95064893,Brooklyn,Greenpoint,BK76,3.0
360.0,William St & Pine St,40.70717936,-74.00887308,Manhattan,Battery Park City-Lower Manhattan,MN25,1.0
3084.0,Devoe St & Leonard St,40.71348658,-73.94792458,Brooklyn,East Williamsburg,BK90,3.0
472.0,E 32 St & Park Ave,40.7457121,-73.98194829,Manhattan,Murray Hill-Kips Bay,MN20,1.0
167.0,E 39 St & 3 Ave,40.7489006,-73.97604882,Manhattan,Murray Hill-Kips Bay,MN20,1.0
