id,name,latitude,longitude,borough,neighborhood,neighborhood_id,borough_id
72.0,W 52 St & 11 Ave,40.76727216,-73.99392888,Manhattan,Clinton,MN15,1.0
505.0,6 Ave & W 33 St,40.74901271,-73.98848395,Manhattan,Midtown-Midtown South,MN17,1.0
3255.0,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
525.0,W 34 St & 11 Ave,40.75594159,-74.0021163,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
447.0,8 Ave & W 52 St,40.76370739,-73.9851615,Manhattan,Clinton,MN15,1.0
3356.0,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,Manhattan,Lincoln Square,MN14,1.0
482.0,W 15 St & 7 Ave,40.73935542,-73.99931783,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
228.0,E 48 St & 3 Ave,40.7546011026,-73.971878855,Manhattan,Turtle Bay-East Midtown,MN19,1.0
173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,Manhattan,Midtown-Midtown South,MN17,1.0
479.0,9 Ave & W 45 St,40.76019252,-73.9912551,Manhattan,Clinton,MN15,1.0
450.0,W 49 St & 8 Ave,40.76227205,-73.98788205,Manhattan,Clinton,MN15,1.0
347.0,Greenwich St & W Houston St,40.728846,-74.008591,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,1.0
127.0,Barrow St & Hudson St,40.73172428,-74.00674436,Manhattan,West Village,MN23,1.0
3635.0,W 36 St & 9 Ave,40.75462324029105,-73.99516761302948,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
457.0,Broadway & W 58 St,40.76695317,-73.98169333,Manhattan,Midtown-Midtown South,MN17,1.0
523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,Manhattan,Midtown-Midtown South,MN17,1.0
514.0,12 Ave & W 40 St,40.76087502,-74.00277668,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
478.0,11 Ave & W 41 St,40.76030096,-73.99884222,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
484.0,W 44 St & 5 Ave,40.75500254,-73.98014437,Manhattan,Midtown-Midtown South,MN17,1.0
490.0,8 Ave & W 33 St,40.751551,-73.993934,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,1.0
500.0,Broadway & W 51 St,40.76228826,-73.98336183,Manhattan,Midtown-Midtown South,MN17,1.0
477.0,W 41 St & 8 Ave,40.75640548,-73.9900262,Manhattan,Midtown-Midtown South,MN17,1.0
