Boro,HH,avg_traffic,avg_nb_measurements
Manhattan,0,12892.645933014353,97.22966507177034
Brooklyn,0,8476.426332288402,168.10344827586206
Queens,0,6225.785467128027,109.66089965397924
Bronx,0,5762.127192982456,112.85964912280701
Staten Island,0,1599.5978260869565,46.34782608695652
Manhattan,1,9648.803827751197,97.22488038277513
Brooklyn,1,5817.858934169279,168.30721003134795
Queens,1,4056.1038062283737,109.66089965397924
Bronx,1,4029.469298245614,112.85964912280701
Staten Island,1,957.7826086956521,46.34782608695652
Manhattan,2,7438.497607655502,97.24401913875599
Brooklyn,2,4228.993730407524,168.27586206896552
Bronx,2,3077.842105263158,112.85964912280701
Queens,2,2951.78892733564,109.66089965397924
Staten Island,2,663.1032608695652,46.34782608695652
Manhattan,3,6361.803827751196,97.24401913875599
Brooklyn,3,3630.115987460815,168.35109717868337
Bronx,3,2845.1315789473683,112.85964912280701
Queens,3,2757.4048442906574,109.66089965397924
Staten Island,3,589.2717391304348,46.34782608695652
Manhattan,4,6697.311004784689,97.2535885167464
Brooklyn,4,4506.626959247649,168.61442006269593
Queens,4,4009.8685121107264,109.66089965397924
Bronx,4,3731.4429824561403,112.85964912280701
Staten Island,4,863.5380434782609,46.34782608695652
Manhattan,5,8893.215311004784,97.1866028708134
Brooklyn,5,7699.240625,168.178125
Queens,5,7519.703448275862,109.29310344827586
Bronx,5,6176.482456140351,112.85087719298245
Staten Island,5,1933.625,46.34782608695652
Manhattan,6,13649.514285714286,96.33809523809524
Brooklyn,6,13076.103125,168.2125
Queens,6,12989.452702702703,107.24324324324324
Bronx,6,10468.366812227074,112.22270742358079
Staten Island,6,3712.8858695652175,46.22282608695652
Manhattan,7,17249.531100478467,96.72727272727273
Brooklyn,7,17163.601246105918,168.11214953271028
Queens,7,16482.729096989966,106.49498327759197
Bronx,7,14508.320346320346,111.61471861471861
Staten Island,7,5666.994535519126,46.63387978142077
Brooklyn,8,18629.26168224299,168.01246105919003
Manhattan,8,18327.655502392343,96.99521531100478
Queens,8,17362.026936026938,107.0909090909091
Bronx,8,15220.295652173912,112.00434782608696
Staten Island,8,6194.637837837838,46.075675675675676
Manhattan,9,18300.783653846152,97.5
Brooklyn,9,18249.15673981191,169.18808777429467
Queens,9,16188.081911262798,108.35494880546075
Bronx,9,14040.960698689956,112.42794759825327
Staten Island,9,5799.221621621622,45.983783783783785
Manhattan,10,18297.623188405796,97.95169082125604
Brooklyn,10,17769.937304075236,169.05329153605015
Queens,10,15561.709897610921,108.31399317406144
Bronx,10,13876.259911894273,113.34801762114537
Staten Island,10,5984.093406593406,46.824175824175825
Manhattan,11,18768.533980582524,98.74271844660194
Brooklyn,11,18327.235849056604,169.3930817610063
