Boro,HH,avg_traffic,avg_nb_measurements
Queens,0,5386.457564575646,102.7269372693727
Queens,1,3660.5756457564576,102.75276752767527
Queens,2,2668.8966789667898,102.74169741697418
Queens,3,2431.4243542435424,102.7380073800738
Queens,4,3346.549815498155,102.7380073800738
Queens,5,6159.103321033211,102.7269372693727
Queens,6,10335.076923076924,101.98168498168498
Queens,7,13250.128205128205,101.7032967032967
Queens,8,13735.72463768116,100.42028985507247
Queens,9,13007.59706959707,101.32234432234432
Queens,10,12736.073529411764,101.8125
Queens,11,13178.081180811809,102.35424354243543
Queens,12,13677.715867158671,102.3210332103321
Queens,13,14245.760147601475,102.45387453874538
Queens,14,15361.151291512915,102.49077490774907
Queens,15,16205.287822878228,102.5940959409594
Queens,16,16500.0073800738,102.60885608856088
Queens,17,16481.70848708487,102.63468634686348
Queens,18,15640.0,102.66789667896678
Queens,19,14041.859778597785,102.71586715867159
Queens,20,11938.250922509225,102.7011070110701
Queens,21,10304.428044280443,102.66420664206642
Queens,22,8947.273062730626,102.66420664206642
Queens,23,7211.708487084871,102.7011070110701
