Boro,HH,avg_traffic,avg_nb_measurements
Brooklyn,0,1143.8214285714287,31.428571428571427
Brooklyn,1,805.2857142857143,31.428571428571427
Brooklyn,2,633.7142857142857,31.428571428571427
Brooklyn,3,576.2142857142857,31.428571428571427
Brooklyn,4,706.6071428571429,31.428571428571427
Brooklyn,5,1494.0714285714287,31.428571428571427
Brooklyn,6,2797.4285714285716,31.428571428571427
Brooklyn,7,3395.1071428571427,31.428571428571427
Brooklyn,8,3614.0714285714284,31.428571428571427
Brooklyn,9,3728.8928571428573,31.428571428571427
Brooklyn,10,3855.3214285714284,31.428571428571427
Brooklyn,11,4152.035714285715,31.428571428571427
Brooklyn,12,4327.107142857143,31.428571428571427
Brooklyn,13,4465.071428571428,31.428571428571427
Brooklyn,14,4773.642857142857,31.428571428571427
Brooklyn,15,4988.857142857143,31.428571428571427
Brooklyn,16,5024.928571428572,31.428571428571427
Brooklyn,17,4995.607142857143,31.428571428571427
Brooklyn,18,4623.035714285715,31.428571428571427
Brooklyn,19,3900.5714285714284,31.428571428571427
Brooklyn,20,3123.25,31.428571428571427
Brooklyn,21,2447.4285714285716,31.428571428571427
Brooklyn,22,2049.1785714285716,31.428571428571427
Brooklyn,23,1655.142857142857,31.428571428571427
