Boro,HH,avg_traffic,avg_nb_measurements
Bronx,0,4344.758771929824,90.75877192982456
Bronx,1,3035.9824561403507,90.75438596491227
Bronx,2,2306.684210526316,90.75438596491227
Bronx,3,2145.377192982456,90.75438596491227
Bronx,4,2840.7280701754385,90.75438596491227
Bronx,5,4881.600877192983,90.75438596491227
Bronx,6,8323.61403508772,90.75438596491227
Bronx,7,10805.554112554113,89.5021645021645
Bronx,8,11368.502183406114,90.09606986899563
Bronx,9,10707.456140350878,90.25
Bronx,10,10735.083333333334,90.42543859649123
Bronx,11,11249.174672489084,90.20087336244542
Bronx,12,11784.589519650655,90.43668122270742
Bronx,13,12344.692982456141,90.9342105263158
Bronx,14,13232.943231441048,90.65502183406113
Bronx,15,13800.772925764191,90.68995633187772
Bronx,16,13892.685589519651,90.55021834061135
Bronx,17,13871.196506550219,90.55021834061135
Bronx,18,13068.74672489083,90.55021834061135
Bronx,19,11655.056768558952,90.55021834061135
Bronx,20,9983.877729257641,90.55021834061135
Bronx,21,8549.720524017468,90.55021834061135
Bronx,22,7249.676855895196,90.55021834061135
Bronx,23,5875.82096069869,90.55021834061135
