Boro,HH,avg_traffic,avg_nb_measurements
Bronx,0,5762.127192982456,112.85964912280701
Bronx,1,4029.469298245614,112.85964912280701
Bronx,2,3077.842105263158,112.85964912280701
Bronx,3,2845.1315789473683,112.85964912280701
Bronx,4,3731.4429824561403,112.85964912280701
Bronx,5,6176.482456140351,112.85087719298245
Bronx,6,10468.366812227074,112.22270742358079
Bronx,7,14508.320346320346,111.61471861471861
Bronx,8,15220.295652173912,112.00434782608696
Bronx,9,14040.960698689956,112.42794759825327
Bronx,10,13876.259911894273,113.34801762114537
Bronx,11,14613.995555555555,114.41333333333333
Bronx,12,15304.964444444444,114.52444444444444
Bronx,13,16038.853333333333,114.56444444444445
Bronx,14,17401.44,114.64888888888889
Bronx,15,18414.2,114.68
Bronx,16,18792.284444444445,114.70222222222222
Bronx,17,18752.68,114.70222222222222
Bronx,18,17539.106666666667,114.70222222222222
Bronx,19,15402.471111111112,114.06222222222222
Bronx,20,13156.897777777778,114.06222222222222
Bronx,21,11179.964444444444,114.06222222222222
Bronx,22,9563.804444444444,114.06222222222222
Bronx,23,7746.293333333333,114.06222222222222
