Boro,HH,avg_traffic,avg_nb_measurements
Staten Island,0,1025.5833333333333,46.984848484848484
Staten Island,1,637.8636363636364,47.18181818181818
Staten Island,2,447.93939393939394,47.18181818181818
Staten Island,3,404.8560606060606,47.18181818181818
Staten Island,4,609.780303030303,47.18181818181818
Staten Island,5,1357.0833333333333,47.18181818181818
Staten Island,6,2791.8805970149256,46.6044776119403
Staten Island,7,4324.134328358209,46.85820895522388
Staten Island,8,4449.14705882353,46.27205882352941
Staten Island,9,4298.462686567164,46.701492537313435
Staten Island,10,4589.793893129771,47.541984732824424
Staten Island,11,4950.633587786259,47.541984732824424
Staten Island,12,5262.557251908397,47.541984732824424
Staten Island,13,5466.305343511451,47.541984732824424
Staten Island,14,5921.206106870229,47.541984732824424
Staten Island,15,6047.4503816793895,47.541984732824424
Staten Island,16,5919.916030534351,47.541984732824424
Staten Island,17,5809.221374045802,47.541984732824424
Staten Island,18,5224.366412213741,47.541984732824424
Staten Island,19,4250.022900763359,47.541984732824424
Staten Island,20,3301.648854961832,47.541984732824424
Staten Island,21,2570.992366412214,47.541984732824424
Staten Island,22,2026.4045801526718,47.54961832061068
Staten Island,23,1541.6335877862596,47.51908396946565
