Boro,HH,avg_traffic,avg_nb_measurements
Bronx,0,4618.698324022346,107.73184357541899
Bronx,1,3155.245810055866,107.8659217877095
Bronx,2,2418.731843575419,107.8659217877095
Bronx,3,2195.513966480447,107.8659217877095
Bronx,4,2966.603351955307,107.8659217877095
Bronx,5,5329.983240223463,107.8659217877095
Bronx,6,9656.279329608938,107.8659217877095
Bronx,7,13019.351955307262,107.8659217877095
Bronx,8,13349.195530726258,107.8659217877095
Bronx,9,12548.508379888268,107.8659217877095
Bronx,10,12355.871508379889,107.8659217877095
Bronx,11,12954.988826815643,107.8659217877095
Bronx,12,13484.374301675978,107.8659217877095
Bronx,13,14180.743016759776,107.8659217877095
Bronx,14,15455.64245810056,107.8659217877095
Bronx,15,16531.061452513968,107.8659217877095
Bronx,16,16923.614525139667,107.8659217877095
Bronx,17,16750.569832402234,107.8659217877095
Bronx,18,15433.078212290502,107.8659217877095
Bronx,19,13330.268156424581,107.8659217877095
Bronx,20,11073.329608938548,107.8659217877095
Bronx,21,9308.072625698323,107.85474860335195
Bronx,22,7778.312849162011,107.8659217877095
Bronx,23,6335.469273743017,107.8659217877095
