Boro,HH,avg_traffic,avg_nb_measurements
Staten Island,0,912.0935251798561,35.74820143884892
Staten Island,1,592.4676258992806,35.7410071942446
Staten Island,2,428.53237410071944,35.7410071942446
Staten Island,3,369.6043165467626,35.7410071942446
Staten Island,4,481.705035971223,35.73381294964029
Staten Island,5,961.884892086331,35.71223021582734
Staten Island,6,2129.978417266187,35.68345323741007
Staten Island,7,3418.292857142857,35.371428571428574
Staten Island,8,3521.055944055944,34.48251748251748
Staten Island,9,3290.5106382978724,35.0
Staten Island,10,3308.2676056338028,34.37323943661972
Staten Island,11,3634.364285714286,35.08571428571429
Staten Island,12,3932.717391304348,35.7463768115942
Staten Island,13,4061.7028985507245,35.85507246376812
Staten Island,14,4402.094202898551,35.85507246376812
Staten Island,15,4593.623188405797,35.85507246376812
Staten Island,16,4631.572463768116,35.85507246376812
Staten Island,17,4591.304347826087,35.85507246376812
Staten Island,18,4190.739130434783,35.85507246376812
Staten Island,19,3574.072463768116,35.85507246376812
Staten Island,20,2853.4244604316546,35.62589928057554
Staten Island,21,2263.94964028777,35.65467625899281
Staten Island,22,1764.0071942446043,35.68345323741007
Staten Island,23,1329.7985611510792,35.75539568345324
