Boro,HH,avg_traffic,avg_nb_measurements
Bronx,0,4808.220779220779,80.25108225108225
Bronx,1,3266.073593073593,80.32467532467533
Bronx,2,2453.038961038961,80.37662337662337
Bronx,3,2190.7619047619046,80.41558441558442
Bronx,4,2834.073593073593,80.41125541125541
Bronx,5,4762.363636363636,80.3982683982684
Bronx,6,8824.497835497836,80.38095238095238
Bronx,7,12494.495689655172,79.99568965517241
Bronx,8,13164.525862068966,80.03017241379311
Bronx,9,12289.081896551725,80.07327586206897
Bronx,10,12021.713675213676,79.44444444444444
Bronx,11,12808.831896551725,80.34482758620689
Bronx,12,13424.741379310344,80.64224137931035
Bronx,13,14018.995670995671,81.25974025974025
Bronx,14,15229.87445887446,81.26839826839827
Bronx,15,16377.432900432901,81.23809523809524
Bronx,16,16674.47619047619,81.24675324675324
Bronx,17,16715.69264069264,81.25541125541126
Bronx,18,15658.52380952381,81.31601731601732
Bronx,19,13822.528138528138,81.35930735930737
Bronx,20,11770.584415584415,81.39393939393939
Bronx,21,9895.12554112554,81.42424242424242
Bronx,22,8402.069264069263,81.48051948051948
Bronx,23,6657.17316017316,81.4891774891775
